ID,Ponto,LATITUDE,LONGITUDE,Fazenda,Município,Textura,Uso atual,Cultura,Manejo,Época,Data da coleta,A,E,gs,Ca,Ci,Ci/Ca,EUA,A/Ci,YII,ETR,Chl a,Chl b,IAF,Chl a.1,Chl b.1,IAF.1,IAF.2,Estágio,Peso Seco
D-81,81,-17.595,-51.1483,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.6899,-50.8744,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.7178,-50.8484,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.8566,-51.1822,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.5572,-51.184,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.7031,-50.8001,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-81,81,-17.6827,-50.8307,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.7859,-50.9631,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.5566,-50.9843,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.6894,-51.1599,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.8232,-50.9751,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-89,89,-17.7772,-51.183,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.8825,-50.8037,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.4899,-51.0973,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.7713,-50.9989,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-90,90,-17.7316,-50.9575,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.6785,-50.9368,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.6404,-51.083,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.6377,-50.8467,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.7732,-50.9557,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,18.2768,4.0852,0.1752,404.997,200.446,0.4949,4.4739,0.09118,0.7816,170.859,27.39,13.99,3.95,27.96,15.02,4.22,3.91,R1,60.12
D-77,77,-17.4055,-51.1399,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.8373,-51.1653,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4464,-50.8488,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.8805,-51.0908,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-71,71,-17.4058,-50.8614,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.7376,-51.1907,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.8219,-51.1583,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.5035,-50.8972,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.6239,-51.1153,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-76,76,-17.6556,-50.9997,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.6569,-50.9033,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.8846,-51.0414,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.7773,-51.1162,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-89,89,-17.526,-51.1713,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.7913,-51.1749,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-80,80,-17.6758,-50.8549,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.5614,-51.1221,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.7349,-50.9256,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.4833,-51.1792,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2026-01-23,18.6474,4.513,0.22,409.228,313.682,0.7665,4.1319,0.05945,0.6533,108.692,35.87,12.16,2.49,37.26,12.52,2.21,2.37,R3,90.27
D-70,70,-17.6185,-50.8323,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.564,-50.9157,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.5086,-50.9542,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.456,-50.8943,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.8205,-51.0055,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-90,90,-17.4531,-51.0296,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.5969,-51.1735,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.4288,-51.1911,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-29,29,-17.4718,-51.1689,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.5256,-50.9328,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.8363,-50.9202,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.5272,-51.0634,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.7095,-50.9976,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.8351,-50.9221,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-69,69,-17.4325,-51.0458,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-69,69,-17.4572,-51.0526,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.6075,-51.1381,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.5661,-51.1483,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,21.6943,4.8585,0.2602,412.001,219.829,0.5336,4.4652,0.09869,0.6573,132.497,35.21,9.5,1.78,36.14,9.77,1.85,1.88,V4,97.32
D-73,73,-17.4866,-50.9819,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.8917,-50.8028,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,17.7007,4.0767,0.2353,425.805,231.407,0.5435,4.342,0.07649,0.7169,150.76,29.98,11.18,2.06,30.36,11.22,2.01,1.79,R1,81.98
D-20,20,-17.7796,-51.0557,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.668,-50.823,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-90,90,-17.5382,-50.9791,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.8118,-51.013,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-60,60,-17.4891,-51.0762,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.5785,-50.8531,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-81,81,-17.6855,-51.0421,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.4298,-50.8252,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.8515,-50.8399,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.5696,-51.0273,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.4748,-50.8015,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-44,44,-17.4665,-51.0541,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.7276,-50.9639,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.504,-51.0393,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.7692,-51.0887,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.5121,-50.8913,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.5858,-51.0316,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-72,72,-17.8836,-51.0883,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.8346,-50.8772,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-29,29,-17.6018,-51.0741,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-39,39,-17.8446,-50.9565,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.573,-50.8405,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.7017,-51.0424,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-56,56,-17.4427,-50.9148,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.8532,-50.9801,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-47,47,-17.8635,-51.1707,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-79,79,-17.4568,-50.9339,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-47,47,-17.6922,-50.9644,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.8632,-51.1957,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-03,3,-17.7452,-51.1199,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.7888,-50.874,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.7059,-51.0618,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.5938,-51.1719,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.8204,-50.8079,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-76,76,-17.7503,-50.9271,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.7361,-50.999,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.7398,-51.0866,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-56,56,-17.788,-51.0852,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.6357,-50.8669,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.6002,-51.1714,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.5066,-50.8364,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-89,89,-17.8652,-51.0027,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-83,83,-17.4197,-50.9113,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-70,70,-17.8654,-50.9088,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.8876,-51.028,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.6248,-51.1687,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.5804,-50.8868,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.4081,-50.9874,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.8316,-50.9262,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.7421,-51.171,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.7787,-51.0903,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.411,-51.01,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.5128,-50.9476,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.8546,-51.0305,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-19,19,-17.7863,-50.8629,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.716,-51.1123,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,15.6206,3.0617,0.1788,426.054,265.994,0.6243,5.1019,0.05873,0.8231,173.156,28.19,10.73,3.1,29.22,11.11,3.01,3.36,V4,105.6
D-34,34,-17.8949,-50.8338,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.6553,-50.8858,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-32,32,-17.7793,-51.094,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.5274,-51.1705,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.6639,-50.8729,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-82,82,-17.4043,-51.1034,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.7172,-51.1361,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.8682,-50.8692,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.8696,-50.9804,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.8997,-51.0272,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-53,53,-17.6515,-51.1868,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.6554,-51.1433,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-47,47,-17.8131,-51.1769,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.4753,-51.0676,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-55,55,-17.657,-51.0255,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.538,-50.865,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.5137,-50.8789,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.7629,-50.9083,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.6999,-51.0086,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.6966,-51.0687,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-70,70,-17.6516,-50.9081,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.7713,-51.0034,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.6803,-51.1145,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.6437,-51.0652,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.656,-51.1402,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.4219,-51.0884,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.7132,-51.1464,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.7168,-50.9015,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-80,80,-17.4379,-50.8941,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.6453,-51.1194,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.5218,-51.0714,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.8455,-50.922,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.6234,-51.0624,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-35,35,-17.79,-50.8258,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.4538,-51.108,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.4889,-51.1133,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.7313,-50.9556,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4361,-50.9596,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.7792,-50.9525,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.6725,-50.9528,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-90,90,-17.88,-50.8328,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.452,-51.0067,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.628,-50.8456,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-66,66,-17.5817,-51.0367,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.8582,-51.0439,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.7872,-50.8883,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-79,79,-17.7464,-50.9566,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-44,44,-17.6219,-51.1135,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.7181,-50.9103,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-69,69,-17.4106,-50.9021,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.6795,-50.9028,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.4911,-50.883,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.7414,-50.9384,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.7328,-51.1336,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-32,32,-17.5177,-50.895,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,14.801,4.113,0.2619,415.815,242.156,0.5824,3.5986,0.06112,0.6455,113.328,30.71,8.13,3.45,32.92,8.25,3.55,3.48,R1,93.89
D-35,35,-17.6757,-50.8687,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.4094,-50.9312,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.6764,-51.0405,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.5464,-50.8048,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.6231,-50.9696,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.7707,-50.9348,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.6681,-51.0265,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.6933,-50.8704,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.8568,-51.0288,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-83,83,-17.4502,-51.1563,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-76,76,-17.6254,-50.9801,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.6687,-50.8741,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.6861,-51.0881,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-32,32,-17.8457,-51.1945,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-66,66,-17.8483,-50.9449,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.7607,-50.9408,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-77,77,-17.5299,-51.0671,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.4199,-51.1488,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.6022,-51.0333,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.6226,-51.1919,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.4075,-50.8376,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.6819,-50.9684,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.4979,-51.0963,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.5017,-51.0957,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.4315,-50.9816,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-19,19,-17.8785,-50.9739,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.6481,-50.8312,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.5091,-51.0287,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.8039,-51.1983,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-74,74,-17.5516,-50.8564,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.6318,-51.1049,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.8428,-50.8592,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.8697,-51.0524,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.6614,-51.0023,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-66,66,-17.6957,-50.9621,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.5996,-51.025,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.7227,-51.1346,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.6198,-51.063,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.6847,-51.1672,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.4688,-51.1154,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.554,-50.9408,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.4562,-51.0867,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.6488,-50.8115,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-41,41,-17.5625,-50.8479,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.663,-50.9677,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.6678,-51.1163,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.7779,-50.8582,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-19,19,-17.4153,-51.13,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.6682,-50.8102,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.874,-50.843,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.8172,-50.9366,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-81,81,-17.5958,-51.1289,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.7867,-50.8728,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.5009,-50.8452,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.8828,-50.9165,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.5338,-50.9178,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.8271,-51.1093,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-72,72,-17.4624,-50.8699,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-80,80,-17.7587,-50.9613,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.8148,-50.9429,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.4386,-50.8333,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.4969,-51.1577,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.7967,-51.075,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.582,-50.8838,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.8176,-51.0848,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.7292,-51.1349,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.7239,-50.9154,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.4708,-51.1265,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.8805,-51.0022,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-44,44,-17.5431,-50.8011,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.4977,-50.9862,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.899,-50.8188,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.4993,-50.9583,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.558,-50.9647,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
